"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TRNK",142.234798689216,-0.64826656670632,0.403810923829005,-1.6577864051502,0.0973605862759339,0.172746078620037
"LINC01664",3.40237645424187,1.27042818849065,0.861383405381284,1.65775973427945,0.0973659715858389,0.172746078620037
"LOC102724848",7.01284541342845,0.743915530524635,0.492051364428995,1.65756584374241,0.097405128595272,0.17279502022559
"LOC102724875",7.01284541342845,0.743915530524635,0.492051364428995,1.65756584374241,0.097405128595272,0.17279502022559
"SUCLG2",1625.46128981204,-0.317430078704427,0.193411391128206,-1.6572396920312,0.0974710247001048,0.172901648412249
"YTHDF3",775.644815601579,0.393434125292978,0.239985857266273,1.65719304419855,0.0974804523991997,0.172908101853186
"MFSD6L",2.13816591593434,-1.19614373564692,0.763227575782359,-1.65715730707767,0.097487675496251,0.172910644298345
"MAML2",2599.53774652174,-0.591963935259439,0.348586850663089,-1.6568623057406,0.0975473167667916,0.173006153289401
"CCDC196",8.1280807838443,-0.909940838656624,0.524852678974791,-1.656618060782,0.0975967185383307,0.173083491635822
"REST",535.86249571603,-0.50862249882032,0.30730022179862,-1.65645561901017,0.0976295856038608,0.173131498964391
"EPS15",1681.5276645731,-0.36847980744804,0.217019254902687,-1.65602179919423,0.0977174043166365,0.173276943350929
"MIR645",4.14256969301347,-1.14037427450917,0.613370496840511,-1.65589969402817,0.0977421336059085,0.173310504075311
"LOC105375949",2.01801227190925,1.32840308052384,0.761665384394943,1.65580830625431,0.0977606451421308,0.173333036521594
"LOC105378816",4.35210003255241,1.05410124381853,0.670884329399842,1.65564128319725,0.0977944846239043,0.173382741661793
"HTD2",74.4623603925518,0.529395397735674,0.309312748096719,1.65491630425247,0.0979414765051651,0.173622733770212
"RPP14",74.4623603925518,0.529395397735674,0.309312748096719,1.65491630425247,0.0979414765051651,0.173622733770212
"HIST1H4L",140.419261828034,0.847928143110451,0.52331509857608,1.65436720791012,0.0980529250398248,0.173809983755601
"PRRC2A",485.939122302986,-0.342159343507465,0.206630842532511,-1.65398302663069,0.0981309614505364,0.173936903671088
"SNORD62A",5.66983074309791,0.943755385973176,0.658125050328635,1.65395737500019,0.0981361736768068,0.173936903671088
"MAMDC2-AS1",4.00996407427698,-1.04805413331397,0.716195821369146,-1.65389035231648,0.0981497932464024,0.173950719559896
"LOC105378683",24.460118045399,-0.567546109624038,0.347154638534814,-1.65346854607814,0.0982355424550675,0.174092361465737
"LOC105371089",22.1344369622499,-0.983970543539176,0.577340349697148,-1.65329301764163,0.0982712433481866,0.174145296540295
"IGKV1-9",49.3898208997364,-0.967358354682337,0.607251497407107,-1.65284851499225,0.098361697507702,0.174295247185684
"TRBC2",264.286860779513,-0.642441706359133,0.389904726515659,-1.65269485386416,0.0983929822727554,0.174330057097118
"KCNMA1-AS2",1.97358926921347,2.06299136540971,1.01321394148789,1.65269468500612,0.0983930166559188,0.174330057097118
"LOC105369501",3.74675710836148,1.05171799645884,0.793848623271885,1.65253462520001,0.0984256126233952,0.17437746461397
"STK3",917.548570219881,0.590439739227543,0.363683105767248,1.65246366415773,0.098440066504431,0.174392726667151
"LINC02074",3.83544430275602,1.9142570286148,0.960925219048874,1.65224390088027,0.0984848403021071,0.174461697349927
"LINC00544",5.61559011894601,1.13013982124633,0.589103478629874,1.65208292694347,0.09851764688341,0.174509461694724
"NDEL1",565.207071523505,-0.535955415460231,0.320872743401946,-1.65190690178644,0.0985535308999103,0.174562671272512
"ZBTB42",6.3312854203237,-0.766136754021914,0.520742941124064,-1.65173182810913,0.0985892313016126,0.174615549331198
"NME8",104.078244562351,0.724164084051146,0.45772400438837,1.65137719429377,0.0986615786104362,0.174733324153512
"LOC105370266",12.7834320060061,0.919531572865394,0.568550676739151,1.65132699547062,0.0986718228787477,0.17474110473635
"SOX8",1.964933946693,1.63865559208105,0.838788966702771,1.65129755912081,0.0986778304636895,0.174741381962531
"HS3ST6",1.01739247670303,1.51232796490849,0.896484319003256,1.65090149421904,0.0987586906789478,0.174874202367294
"LOC105373195",9.96216113241434,0.851283784977245,0.491938474962647,1.65065816211078,0.0988083953464386,0.174951842474737
"LOC105379377",0.942278825810882,1.84466776750155,0.853056701249489,1.65046017183633,0.0988488529167735,0.175011046711176
"MCTP2",4459.0592290656,0.533830161463464,0.355082661853328,1.65043717706863,0.0988535525521791,0.175011046711176
"PNPLA7",30.7797622402402,0.814703615066182,0.465301659380192,1.64993006167567,0.0989572413675944,0.175184233162016
"NAF1",128.000012118084,0.404053219889653,0.239958928046694,1.64973429095911,0.098997293411503,0.175244749435987
"LOC105369312",15.6915225536965,0.825517185997634,0.588154506540462,1.64942522763337,0.0990605499284242,0.175341614204452
"SFXN5",170.043775268368,-0.533856013785303,0.320739423978189,-1.64940957006188,0.0990637554485758,0.175341614204452
"ZRANB2",535.741807070863,-0.427842799808565,0.258238119457187,-1.64896200817341,0.0991554182465869,0.175493455371241
"FUBP3",215.682875888699,-0.438440244925302,0.264536240238867,-1.64844975398303,0.0992604133896376,0.175668873830016
"SNRNP40",126.785482831114,-0.351502369441178,0.211581854831869,-1.6483352511078,0.0992838948141178,0.175700018880281
"LOC107986940",42.5393217963246,-0.537768315960061,0.317805398130898,-1.64823924027944,0.0993035874392395,0.175724455701421
"MAP3K14-AS1",49.8027948488453,0.0054794796564333,0.321165086608637,-1.64817313263413,0.0993171484827426,0.175738040018788
"TGFBRAP1",158.719972068369,-0.455865976393908,0.271715992868127,-1.64809757974452,0.0993326488932391,0.175755054161774
